Date,Close,High,Low,Open,Volume
2023-11-27,48.242000579833984,48.52999877929688,47.652000427246094,47.79999923706055,395662000
2023-11-28,47.82099914550781,48.323001861572266,47.47299957275391,48.23600006103516,401491000
2023-11-29,48.13999938964844,48.762001037597656,47.86000061035156,48.37900161743164,382005000
2023-11-30,46.77000045776367,48.11000061035156,46.422000885009766,48.02399826049805,526247000
2023-12-01,46.76499938964844,47.20000076293945,46.1870002746582,46.525001525878906,369317000
2023-12-04,45.5099983215332,46.07699966430664,45.0099983215332,46.07699966430664,437543000
2023-12-05,46.56600189208984,46.59999847412109,45.27099990844727,45.46599960327149,371718000
2023-12-06,45.50299835205078,47.387001037597656,45.4119987487793,47.21500015258789,380590000
2023-12-07,46.59600067138672,46.62900161743164,45.604000091552734,45.70000076293945,350823000
2023-12-08,47.50600051879883,47.74100112915039,46.54999923706055,46.595001220703125,359224000
2023-12-11,46.62699890136719,47.53099822998047,45.83000183105469,47.49100112915039,509728000
2023-12-12,47.65700149536133,47.66600036621094,46.04600143432617,46.04600143432617,372387000
2023-12-13,48.0880012512207,48.59400177001953,47.608001708984375,47.62900161743164,447792000
2023-12-14,48.34999847412109,48.66999816894531,47.422000885009766,48.38999938964844,391232000
2023-12-15,48.88999938964844,49.40399932861328,48.119998931884766,48.19400024414063,479948000
2023-12-18,50.07699966430664,50.43299865722656,49.150001525878906,49.400001525878906,412587000
2023-12-19,49.604000091552734,49.70000076293945,48.89500045776367,49.42399978637695,464444000
2023-12-20,48.11100006103516,49.999000549316406,48.09799957275391,49.65499877929688,397894000
2023-12-21,48.9900016784668,49.095001220703125,48.41899871826172,48.81100082397461,300425000
2023-12-22,48.83000183105469,49.382999420166016,48.46699905395508,49.19499969482422,252507000
2023-12-26,49.27899932861328,49.59999847412109,48.959999084472656,48.96799850463867,244200000
2023-12-27,49.41699981689453,49.68000030517578,49.084999084472656,49.51100158691406,233648000
2023-12-28,49.52199935913086,49.88399887084961,49.4119987487793,49.64300155639648,246587000
2023-12-29,49.52199935913086,49.99700164794922,48.7509994506836,49.8129997253418,389293000
2024-01-02,48.167999267578125,49.29499816894531,47.595001220703125,49.24399948120117,411254000
2024-01-03,47.56900024414063,48.18399810791016,47.31999969482422,47.48500061035156,320896000
2024-01-04,47.99800109863281,48.5,47.507999420166016,47.766998291015625,306535000
2024-01-05,49.09700012207031,49.547000885009766,48.305999755859375,48.46200180053711,415039000
2024-01-08,52.25299835205078,52.275001525878906,49.479000091552734,49.512001037597656,642510000
2024-01-09,53.13999938964844,54.32500076293945,51.68999862670898,52.4010009765625,773100000
2024-01-10,54.34999847412109,54.59999847412109,53.48899841308594,53.61600112915039,533796000
2024-01-11,54.821998596191406,55.34600067138672,53.560001373291016,54.999000549316406,596759000
2024-01-12,54.709999084472656,54.970001220703125,54.33000183105469,54.619998931884766,352994000
2024-01-16,56.38199996948242,56.834999084472656,54.900001525878906,55.01800155639648,449580000
2024-01-17,56.053001403808594,56.47100067138672,54.7400016784668,56.34700012207031,474394000
2024-01-18,57.10699844360352,57.59999847412109,56.10699844360352,57.2599983215332,491650000
2024-01-19,59.49100112915039,59.5,57.22499847412109,57.98899841308594,543501000
2024-01-22,59.65399932861328,60.33100128173828,59.06999969482422,60.04899978637695,452955000
2024-01-23,59.87300109863281,59.90999984741211,58.584999084472656,59.56999969482422,294654000
2024-01-24,61.36199951171875,62.8489990234375,59.9379997253418,60.30400085449219,560271000
2024-01-25,61.617000579833984,62.71900177001953,60.84999847412109,62.34999847412109,482777000
2024-01-26,61.03099822998047,61.78300094604492,60.573001861572266,60.959999084472656,390309000
2024-01-29,62.46500015258789,62.48899841308594,60.90700149536133,61.23199844360352,348733000
2024-01-30,62.77399826049805,63.49300003051758,62.2599983215332,62.900001525878906,410735000
2024-01-31,61.527000427246094,62.26900100708008,60.70000076293945,61.43999862670898,453795000
2024-02-01,63.027000427246094,63.19100189208984,61.650001525878906,62.09999847412109,369146000
2024-02-02,66.16000366210938,66.5999984741211,63.68999862670898,63.9739990234375,476578000
2024-02-05,69.33200073242188,69.49700164794922,67.20500183105469,68.2249984741211,680078000
2024-02-06,68.2229995727539,69.75399780273438,66.30000305175781,69.62999725341797,683111000
2024-02-07,70.0989990234375,70.22000122070312,67.5999984741211,68.31900024414062,495575000
2024-02-08,69.64099884033203,70.79399871826172,69.45500183105469,70.0739974975586,414422000
2024-02-09,72.13300323486328,72.18499755859375,70.21199798583984,70.53299713134766,436637000
2024-02-12,72.24800109863281,74.61100006103516,71.25,72.5999984741211,613710000
2024-02-13,72.12799835205078,73.44999694824219,69.62000274658203,70.4000015258789,602580000
2024-02-14,73.9000015258789,74.23600006103516,71.93800354003906,73.2020034790039,504917000
2024-02-15,72.65799713134766,73.9749984741211,72.4000015258789,73.86900329589844,420122000
2024-02-16,72.61299896240234,74.4020004272461,72.5009994506836,74.0999984741211,495327000
2024-02-20,69.4520034790039,71.95600128173828,67.73400115966797,71.9469985961914,704833000
2024-02-21,67.47200012207031,68.88800048828125,66.24800109863281,68.00599670410156,673755000
2024-02-22,78.53800201416016,78.57499694824219,74.22000122070312,75.0250015258789,865100000
2024-02-23,78.81700134277344,82.39399719238281,77.56999969482422,80.79000091552734,829388000
2024-02-26,79.09200286865234,80.64600372314453,78.50499725341797,79.69999694824219,503973000
2024-02-27,78.70099639892578,79.4800033569336,77.16200256347656,79.38099670410156,391705000
2024-02-28,77.66300201416016,78.93299865722656,77.125,77.62000274658203,393110000
2024-02-29,79.11199951171875,79.98999786376953,78.3499984741211,79.09400177001953,507289000
2024-03-01,82.27899932861328,82.30000305175781,79.43499755859375,80.0,479135000
2024-03-04,85.23699951171875,87.69499969482422,83.71900177001953,84.12999725341797,615616000
2024-03-05,85.96399688720703,86.09700012207031,83.41699981689453,85.2699966430664,520639000
2024-03-06,88.69999694824219,89.7239990234375,87.02999877929688,88.02200317382812,582520000
2024-03-07,92.66899871826172,92.76699829101562,89.60199737548828,90.15799713134766,608119000
2024-03-08,87.52799987792969,97.4000015258789,86.50599670410156,95.13800048828124,1142269000
2024-03-11,85.77400207519531,88.7969970703125,84.16600036621094,86.42900085449219,678364000
2024-03-12,91.91300201416016,91.95999908447266,86.1500015258789,88.04900360107422,668075000
2024-03-13,90.88800048828124,91.50399780273438,88.43499755859375,91.05500030517578,635713000
2024-03-14,87.94400024414062,90.64600372314452,86.5999984741211,89.5770034790039,602318000
2024-03-15,87.83699798583984,89.5459976196289,86.25700378417969,86.93000030517578,642086000
2024-03-18,88.45500183105469,92.40499877929688,87.08499908447266,90.38800048828124,668976000
2024-03-19,89.39800262451172,90.54399871826172,85.01000213623047,86.69999694824219,672171000
2024-03-20,90.37200164794922,90.41000366210938,88.2229995727539,89.7969970703125,479063000
2024-03-21,91.43499755859376,92.64800262451172,90.40499877929688,92.3000030517578,480372000
2024-03-22,94.28900146484376,94.77799987792967,90.83399963378906,91.14099884033205,586719000
2024-03-25,95.0019989013672,96.76599884033205,93.51000213623048,93.94100189208984,552136000
2024-03-26,92.56099700927734,96.375,92.5019989013672,95.85099792480467,513648000
2024-03-27,90.25,93.23999786376952,89.12300109863281,93.11199951171876,586067000
2024-03-28,90.3560028076172,91.3000030517578,89.19300079345703,90.0,435212000
2024-04-01,90.36299896240234,92.2249984741211,89.2040023803711,90.29900360107422,452441000
2024-04-02,89.4520034790039,90.09400177001952,87.62000274658203,88.447998046875,433064000
2024-04-03,88.96399688720703,90.3740005493164,88.4000015258789,88.48400115966797,370067000
2024-04-04,85.90499877929688,90.63400268554688,85.87999725341797,90.40599822998048,434965000
2024-04-05,88.00800323486328,88.48100280761719,85.9260025024414,86.86599731445312,399678000
2024-04-08,87.13300323486328,88.83000183105469,86.73200225830078,88.69999694824219,283220000
2024-04-09,85.35399627685547,87.63500213623047,83.02200317382812,87.44200134277344,501700000
2024-04-10,87.03900146484375,87.4000015258789,83.70899963378906,83.9260025024414,431929000
2024-04-11,90.61599731445312,90.73899841308594,86.9260025024414,87.41999816894531,431637000
2024-04-12,88.18599700927734,90.1750030517578,87.52999877929688,89.6989974975586,426805000
2024-04-15,86.0009994506836,90.61299896240234,85.92900085449219,89.0979995727539,443077000
2024-04-16,87.41500091552734,88.11799621582031,86.06400299072266,86.43299865722656,370453000
2024-04-17,84.03500366210938,88.7750015258789,83.94999694824219,88.33999633789062,495400000
2024-04-18,84.6709976196289,86.19000244140625,82.4020004272461,84.97000122070312,447260000
2024-04-19,76.19999694824219,84.3239974975586,75.60600280761719,83.1500015258789,875198000
2024-04-22,79.51799774169922,80.072998046875,76.4000015258789,78.10399627685547,596341000
2024-04-23,82.4229965209961,82.76899719238281,80.26399993896484,80.76899719238281,438559000
2024-04-24,79.677001953125,84.08200073242188,79.18299865722656,83.94999694824219,512208000
2024-04-25,82.63200378417969,83.322998046875,78.2229995727539,78.86799621582031,424641000
2024-04-26,87.73500061035156,88.33100128173828,83.38700103759766,83.81800079345703,551011000
2024-04-29,87.75700378417969,87.99199676513672,85.26599884033203,87.59500122070312,388971000
2024-04-30,86.4020004272461,88.81900024414062,86.30000305175781,87.23999786376953,363709000
2024-05-01,83.04100036621094,86.0,81.25499725341797,85.0770034790039,559863000
2024-05-02,85.81700134277344,86.23699951171875,83.19999694824219,84.4489974975586,377898000
2024-05-03,88.78900146484375,89.28099822998047,87.04000091552734,87.78900146484375,398341000
2024-05-06,92.13999938964844,92.22000122070312,89.05500030517578,89.38999938964844,376203000
2024-05-07,90.5540008544922,91.78099822998048,89.01100158691406,91.0979995727539,437342000
2024-05-08,90.41200256347656,91.19400024414062,89.41999816894531,89.48300170898438,325721000
2024-05-09,88.74700164794922,91.0719985961914,88.23100280761719,90.52899932861328,378013000
2024-05-10,89.87799835205078,91.4010009765625,89.22699737548828,90.30500030517578,335325000
2024-05-13,90.39900207519533,90.9980010986328,88.52899932861328,90.47799682617188,289680000
2024-05-14,91.3560028076172,91.6510009765625,88.93399810791016,89.5989990234375,296507000
2024-05-15,94.62999725341795,94.86199951171876,91.5989990234375,92.47200012207033,417735000
2024-05-16,94.35900115966795,95.81900024414062,94.10299682617188,94.91000366210938,323952000
2024-05-17,92.47899627685548,94.73999786376952,91.80599975585938,94.36900329589844,359691000
2024-05-20,94.77999877929688,95.1999969482422,93.44000244140624,93.75,318764000
2024-05-21,95.38600158691406,95.4000015258789,93.18000030517578,93.5989990234375,328946000
2024-05-22,94.9499969482422,96.0199966430664,93.2490005493164,95.45899963378906,548648000
2024-05-23,103.79900360107422,106.31999969482422,101.5199966430664,102.02799987792967,835065000
2024-05-24,106.46900177001952,106.4749984741211,103.0,104.4489974975586,429494000
2024-05-28,113.9010009765625,114.93900299072266,109.88300323486328,110.24400329589844,652728000
2024-05-29,114.8249969482422,115.49199676513672,110.9010009765625,113.0500030517578,557442000
2024-05-30,110.5,115.81900024414062,109.66300201416016,114.6500015258789,484553000
2024-05-31,109.63300323486328,112.71700286865234,106.94000244140624,112.5199966430664,613263000
2024-06-03,115.0,115.0,112.00299835205078,113.62100219726562,438392000
2024-06-04,116.43699645996094,116.5999984741211,114.04499816894533,115.71600341796876,403324000
2024-06-05,122.44000244140624,122.4489974975586,117.46800231933594,118.37100219726562,528402000
2024-06-06,120.9980010986328,125.58699798583984,118.31999969482422,124.0479965209961,664696000
2024-06-07,120.88800048828124,121.69200134277344,118.02200317382812,119.7699966430664,412386000
2024-06-10,121.79000091552734,123.0999984741211,117.01000213623048,120.37000274658205,313434100
2024-06-11,120.91000366210938,122.87000274658205,118.73999786376952,121.7699966430664,222551200
2024-06-12,125.1999969482422,126.87999725341795,122.56999969482422,123.05999755859376,299595000
2024-06-13,129.61000061035156,129.8000030517578,127.16000366210938,129.38999938964844,260704500
2024-06-14,131.8800048828125,132.83999633789062,128.32000732421875,129.9600067138672,309320400
2024-06-17,130.97999572753906,133.72999572753906,129.5800018310547,132.99000549316406,288504400
2024-06-18,135.5800018310547,136.3300018310547,130.69000244140625,131.13999938964844,294335100
2024-06-20,130.77999877929688,140.75999450683594,129.52000427246094,139.8000030517578,517768400
2024-06-21,126.56999969482422,130.6300048828125,124.3000030517578,127.12000274658205,649445800
2024-06-24,118.11000061035156,124.45999908447266,118.04000091552734,123.23999786376952,476060900
2024-06-25,126.08999633789062,126.5,119.31999969482422,121.1999969482422,414192600
2024-06-26,126.4000015258789,128.1199951171875,122.5999984741211,126.12999725341795,362975900
2024-06-27,123.98999786376952,126.41000366210938,122.91999816894533,124.0999984741211,252571700
2024-06-28,123.54000091552734,127.70999908447266,122.75,124.58000183105467,315516700
2024-07-01,124.3000030517578,124.83999633789062,118.83000183105467,123.47000122070312,284885500
2024-07-02,122.66999816894533,123.41000366210938,121.02999877929688,121.12999725341795,218374000
2024-07-03,128.27999877929688,128.27999877929688,121.36000061035156,121.66000366210938,215749000
2024-07-05,125.83000183105467,128.85000610351562,125.68000030517578,127.37999725341795,214176700
2024-07-08,128.1999969482422,130.77000427246094,127.04000091552734,127.48999786376952,237677300
2024-07-09,131.3800048828125,133.82000732421875,128.64999389648438,130.35000610351562,285366600
2024-07-10,134.91000366210938,135.10000610351562,132.4199981689453,134.02999877929688,248978600
2024-07-11,127.4000015258789,136.14999389648438,127.0500030517578,135.75,374782700
2024-07-12,129.24000549316406,131.9199981689453,127.22000122070312,128.25999450683594,252680500
2024-07-15,128.44000244140625,131.38999938964844,127.18000030517578,130.55999755859375,208326200
2024-07-16,126.36000061035156,129.0399932861328,124.58000183105467,128.44000244140625,214769500
2024-07-17,117.98999786376952,121.8499984741211,116.72000122070312,121.3499984741211,390086200
2024-07-18,121.08999633789062,122.4000015258789,116.55999755859376,121.8499984741211,320979500
2024-07-19,117.93000030517578,121.5999984741211,117.37000274658205,120.3499984741211,217223800
2024-07-22,123.54000091552734,124.06999969482422,119.86000061035156,120.3499984741211,258068900
2024-07-23,122.58999633789062,124.69000244140624,122.0999984741211,122.77999877929688,173911000
2024-07-24,114.25,119.9499969482422,113.44000244140624,119.16999816894533,327776900
2024-07-25,112.27999877929688,116.62999725341795,106.3000030517578,113.04000091552734,460067000
2024-07-26,113.05999755859376,116.1999969482422,111.58000183105467,116.19000244140624,293399100
2024-07-29,111.58999633789062,116.27999877929688,111.3000030517578,113.69000244140624,248152100
2024-07-30,103.7300033569336,111.98999786376952,102.54000091552734,111.5199966430664,486833300
2024-07-31,117.0199966430664,118.33999633789062,110.87999725341795,112.9000015258789,473174200
2024-08-01,109.20999908447266,120.16000366210938,106.80999755859376,117.52999877929688,523462300
2024-08-02,107.2699966430664,108.72000122070312,101.37000274658205,103.76000213623048,482027500
2024-08-05,100.4499969482422,103.41000366210938,90.69000244140624,92.05999755859376,552842400
2024-08-06,104.25,107.70999908447266,100.5500030517578,103.83999633789062,409012100
2024-08-07,98.91000366210938,108.8000030517578,98.69000244140624,107.80999755859376,411440400
2024-08-08,104.97000122070312,105.5,97.5199966430664,102.0,391910000
2024-08-09,104.75,106.5999984741211,103.43000030517578,105.63999938964844,290844200
2024-08-12,109.0199966430664,111.06999969482422,106.26000213623048,106.31999969482422,325559900
2024-08-13,116.13999938964844,116.2300033569336,111.58000183105467,112.44000244140624,312646700
2024-08-14,118.08000183105467,118.5999984741211,114.06999969482422,118.52999877929688,339246400
2024-08-15,122.86000061035156,123.23999786376952,117.47000122070312,118.76000213623048,318086700
2024-08-16,124.58000183105467,125.0,121.18000030517578,121.94000244140624,302589900
2024-08-19,130.0,130.0,123.41999816894533,124.27999877929688,318333600
2024-08-20,127.25,129.8800048828125,125.88999938964844,128.39999389648438,300087400
2024-08-21,128.5,129.35000610351562,126.66000366210938,127.31999969482422,257883600
2024-08-22,123.73999786376952,130.75,123.0999984741211,130.02000427246094,376189100
2024-08-23,129.3699951171875,129.60000610351562,125.22000122070312,125.86000061035156,323230300
2024-08-26,126.45999908447266,131.25999450683594,124.37000274658205,129.57000732421875,331964700
2024-08-27,128.3000030517578,129.1999969482422,123.87999725341795,125.0500030517578,303134600
2024-08-28,125.61000061035156,128.3300018310547,122.63999938964844,128.1199951171875,448101100
2024-08-29,117.58999633789062,124.43000030517578,116.70999908447266,121.36000061035156,453023300
2024-08-30,119.37000274658205,121.75,117.22000122070312,119.52999877929688,333751600
2024-09-03,108.0,116.20999908447266,107.29000091552734,116.01000213623048,477155100
2024-09-04,106.20999908447266,113.2699966430664,104.12000274658205,105.41000366210938,372470300
2024-09-05,107.20999908447266,109.6500015258789,104.76000213623048,104.98999786376952,306850700
2024-09-06,102.83000183105467,108.1500015258789,100.9499969482422,108.04000091552734,413638100
2024-09-09,106.47000122070312,106.5500030517578,103.69000244140624,104.87999725341795,273912000
2024-09-10,108.0999984741211,109.4000015258789,104.9499969482422,107.80999755859376,268283700
2024-09-11,116.91000366210938,117.19000244140624,107.41999816894533,109.38999938964844,441422400
2024-09-12,119.13999938964844,120.79000091552734,115.37999725341795,116.83999633789062,366052700
2024-09-13,119.0999984741211,119.95999908447266,117.5999984741211,119.08000183105467,238358300
2024-09-16,116.77999877929688,118.18000030517578,114.36000061035156,116.79000091552734,248772300
2024-09-17,115.58999633789062,118.8000030517578,114.83000183105467,118.16999816894533,231925900
2024-09-18,113.37000274658205,117.6999969482422,113.22000122070312,115.88999938964844,310318900
2024-09-19,117.87000274658205,119.66000366210938,117.25,117.3499984741211,293506400
2024-09-20,116.0,118.62000274658205,115.38999938964844,117.05999755859376,382462400
2024-09-23,116.26000213623048,116.98999786376952,114.86000061035156,116.5500030517578,206228500
2024-09-24,120.87000274658205,121.8000030517578,115.37999725341795,116.5199966430664,354966800
2024-09-25,123.51000213623048,124.94000244140624,121.61000061035156,122.0199966430664,284692900
2024-09-26,124.04000091552734,127.66999816894533,121.8000030517578,126.8000030517578,302582900
2024-09-27,121.4000015258789,124.02999877929688,119.26000213623048,123.97000122070312,271009200
2024-09-30,121.44000244140624,121.5,118.1500015258789,118.30999755859376,226553700
2024-10-01,117.0,122.44000244140624,115.79000091552734,121.7699966430664,302094500
2024-10-02,118.8499984741211,119.37999725341795,115.13999938964844,116.44000244140624,221845900
2024-10-03,122.8499984741211,124.36000061035156,120.33999633789062,120.91999816894533,277118000
2024-10-04,124.91999816894533,125.04000091552734,121.83000183105467,124.94000244140624,243678100
2024-10-07,127.72000122070312,130.63999938964844,124.9499969482422,124.98999786376952,346250200
2024-10-08,132.88999938964844,133.47999572753906,129.4199981689453,130.25999450683594,285722500
2024-10-09,132.64999389648438,134.52000427246094,131.3800048828125,134.11000061035156,246191600
2024-10-10,134.80999755859375,135.0,131.0,131.91000366210938,242311300
2024-10-11,134.8000030517578,135.77999877929688,133.66000366210938,134.00999450683594,170209500
2024-10-14,138.07000732421875,139.60000610351562,136.3000030517578,136.47000122070312,232347700
2024-10-15,131.60000610351562,138.57000732421875,128.74000549316406,137.8699951171875,377831000
2024-10-16,135.72000122070312,136.6199951171875,131.5800018310547,133.97999572753906,264879700
2024-10-17,136.92999267578125,140.88999938964844,136.8699951171875,139.33999633789062,306435900
2024-10-18,138.0,138.89999389648438,137.27999877929688,138.6699981689453,176090200
2024-10-21,143.7100067138672,143.7100067138672,138.0,138.1300048828125,264554500
2024-10-22,143.58999633789062,144.4199981689453,141.77999877929688,142.91000366210938,226311600
2024-10-23,139.55999755859375,142.42999267578125,137.4600067138672,142.02999877929688,285930000
2024-10-24,140.41000366210938,141.35000610351562,138.4600067138672,140.82000732421875,172354900
2024-10-25,141.5399932861328,144.1300048828125,140.8000030517578,140.92999267578125,205122100
2024-10-28,140.52000427246094,143.13999938964844,140.0500030517578,143.0,173586700
2024-10-29,141.25,142.25999450683594,138.89999389648438,140.2899932861328,157593600
2024-10-30,139.33999633789062,140.3300018310547,136.80999755859375,139.5399932861328,179418100
2024-10-31,132.75999450683594,137.61000061035156,132.11000061035156,137.60000610351562,270039600
2024-11-01,135.39999389648438,137.30999755859375,134.57000732421875,134.6999969482422,207127800
2024-11-04,136.0500030517578,138.9600067138672,135.57000732421875,137.2100067138672,187528200
2024-11-05,139.91000366210938,140.3699951171875,137.3300018310547,137.4499969482422,160537400
2024-11-06,145.61000061035156,146.49000549316406,141.9600067138672,142.9600067138672,242043900
2024-11-07,148.8800048828125,148.92999267578125,146.1699981689453,146.38999938964844,207323300
2024-11-08,147.6300048828125,149.77000427246094,146.25999450683594,148.77000427246094,175665800
2024-11-11,145.25999450683594,148.85000610351562,143.57000732421875,148.67999267578125,182325600
2024-11-12,148.2899932861328,149.64999389648438,146.00999450683594,146.77999877929688,198634700
2024-11-13,146.27000427246094,149.3300018310547,145.89999389648438,149.07000732421875,191903300
2024-11-14,146.75999450683594,149.0,145.5500030517578,147.63999938964844,194463300
2024-11-15,141.97999572753906,145.24000549316406,140.0800018310547,144.8699951171875,250132900
2024-11-18,140.14999389648438,141.5500030517578,137.14999389648438,139.5,221205300
2024-11-19,147.00999450683594,147.1300048828125,140.99000549316406,141.32000732421875,227834900
2024-11-20,145.88999938964844,147.55999755859375,142.72999572753906,147.41000366210938,309871700
2024-11-21,146.6699981689453,152.88999938964844,140.6999969482422,149.35000610351562,400946600
2024-11-22,141.9499969482422,147.16000366210938,141.10000610351562,145.92999267578125,236406200
2024-11-25,136.02000427246094,142.0500030517578,135.82000732421875,141.99000549316406,344941900
2024-11-26,136.9199981689453,139.3000030517578,135.6699981689453,137.6999969482422,190287700
2024-11-27,135.33999633789062,137.22000122070312,131.8000030517578,135.00999450683594,226370900
2024-11-29,138.25,139.35000610351562,136.0500030517578,136.77999877929688,141863200
2024-12-02,138.6300048828125,140.4499969482422,137.82000732421875,138.8300018310547,171682800
2024-12-03,140.25999450683594,140.5399932861328,137.9499969482422,138.25999450683594,164414000
2024-12-04,145.13999938964844,145.7899932861328,140.2899932861328,142.0,231224300
2024-12-05,145.05999755859375,146.5399932861328,143.9499969482422,145.11000061035156,172621200
2024-12-06,142.44000244140625,145.6999969482422,141.30999755859375,144.60000610351562,188505600
2024-12-09,138.80999755859375,139.9499969482422,137.1300048828125,138.97000122070312,189308600
2024-12-10,135.07000732421875,141.82000732421875,133.7899932861328,139.00999450683594,210020900
2024-12-11,139.30999755859375,140.1699981689453,135.2100067138672,137.36000061035156,184905200
2024-12-12,137.33999633789062,138.44000244140625,135.8000030517578,137.0800018310547,159211400
2024-12-13,134.25,139.60000610351562,132.5399932861328,138.94000244140625,231514900
2024-12-16,132.0,134.39999389648438,130.4199981689453,134.17999267578125,237951100
2024-12-17,130.38999938964844,131.58999633789062,126.86000061035156,129.08999633789062,259410300
2024-12-18,128.91000366210938,136.6999969482422,128.27999877929688,133.86000061035156,277444500
2024-12-19,130.67999267578125,134.02999877929688,129.5500030517578,131.75999450683594,209719200
2024-12-20,134.6999969482422,135.27999877929688,128.22000122070312,129.80999755859375,306528600
2024-12-23,139.6699981689453,139.7899932861328,135.1199951171875,136.27999877929688,176053500
2024-12-24,140.22000122070312,141.89999389648438,138.64999389648438,140.0,105157000
2024-12-26,139.92999267578125,140.85000610351562,137.72999572753906,139.6999969482422,116205600
2024-12-27,137.00999450683594,139.02000427246094,134.7100067138672,138.5500030517578,170582600
2024-12-30,137.49000549316406,140.27000427246094,134.02000427246094,134.8300018310547,167734700
2024-12-31,134.2899932861328,138.07000732421875,133.8300018310547,138.02999877929688,155659200
2025-01-02,138.30999755859375,138.8800048828125,134.6300048828125,136.0,198247200
2025-01-03,144.47000122070312,144.89999389648438,139.72999572753906,140.00999450683594,229322500
2025-01-06,149.42999267578125,152.16000366210938,147.82000732421875,148.58999633789062,265377400
2025-01-07,140.13999938964844,153.1300048828125,140.00999450683594,153.02999877929688,351782200
2025-01-08,140.11000061035156,143.9499969482422,137.55999755859375,142.5800018310547,227349900
2025-01-10,135.91000366210938,139.9199981689453,134.22000122070312,137.4499969482422,207602500
2025-01-13,133.22999572753906,133.49000549316406,129.50999450683594,129.99000549316406,204808900
2025-01-14,131.75999450683594,136.3800048828125,130.0500030517578,136.0500030517578,195590500
2025-01-15,136.24000549316406,136.4499969482422,131.2899932861328,133.64999389648438,185217300
2025-01-16,133.57000732421875,138.75,133.49000549316406,138.63999938964844,209235600
2025-01-17,137.7100067138672,138.5,135.4600067138672,136.69000244140625,201188800
2025-01-21,140.8300018310547,141.8300018310547,137.08999633789062,139.16000366210938,197749000
2025-01-22,147.07000732421875,147.7899932861328,143.6699981689453,144.66000366210938,237651400
2025-01-23,147.22000122070312,147.22999572753906,143.72000122070312,145.0500030517578,155915500
2025-01-24,142.6199951171875,148.97000122070312,141.8800048828125,148.3699951171875,234657600
2025-01-27,118.41999816894533,128.39999389648438,116.6999969482422,124.8000030517578,818830900
2025-01-28,128.99000549316406,129.0,116.25,121.80999755859376,579666400
2025-01-29,123.6999969482422,126.88999938964844,120.0500030517578,126.5,467120600
2025-01-30,124.6500015258789,125.0,118.0999984741211,123.0999984741211,392925500
2025-01-31,120.06999969482422,127.8499984741211,119.19000244140624,123.77999877929688,388161100
2025-02-03,116.66000366210938,118.56999969482422,113.01000213623048,114.75,371235700
2025-02-04,118.6500015258789,121.1999969482422,116.6999969482422,116.95999908447266,256550000
2025-02-05,124.83000183105467,125.0,120.76000213623048,121.76000213623048,262230800
2025-02-06,128.67999267578125,128.77000427246094,125.20999908447266,127.41999816894533,251483600
2025-02-07,129.83999633789062,130.3699951171875,125.0,129.22000122070312,228186300
2025-02-10,133.57000732421875,135.0,129.9600067138672,130.08999633789062,216989100
2025-02-11,132.8000030517578,134.47999572753906,131.02000427246094,132.5800018310547,178902400
2025-02-12,131.13999938964844,132.24000549316406,129.0800018310547,130.02000427246094,160278600
2025-02-13,135.2899932861328,136.5,131.1699981689453,131.55999755859375,197430000
2025-02-14,138.85000610351562,139.25,135.5,136.47999572753906,195479600
2025-02-18,139.39999389648438,143.44000244140625,137.92999267578125,141.27000427246094,219176600
2025-02-19,139.22999572753906,141.36000061035156,137.22000122070312,139.50999450683594,167536000
2025-02-20,140.11000061035156,140.66000366210938,136.7899932861328,140.02999877929688,143903600
2025-02-21,134.42999267578125,141.4600067138672,134.02999877929688,140.0399932861328,228217600
2025-02-24,130.27999877929688,138.58999633789062,130.0800018310547,136.55999755859375,251381100
2025-02-25,126.62999725341795,130.1999969482422,124.44000244140624,129.97999572753906,271428700
2025-02-26,131.27999877929688,133.72999572753906,128.49000549316406,129.99000549316406,322553800
2025-02-27,120.1500015258789,135.00999450683594,120.01000213623048,135.0,443175800
2025-02-28,124.91999816894533,125.08999633789062,116.4000015258789,118.0199966430664,389091100
2025-03-03,114.05999755859376,123.6999969482422,112.27999877929688,123.51000213623048,411381400
2025-03-04,115.98999786376952,119.30999755859376,110.11000061035156,110.6500015258789,398163300
2025-03-05,117.3000030517578,118.27999877929688,114.51000213623048,117.58000183105467,284337900
2025-03-06,110.56999969482422,115.3499984741211,110.22000122070312,113.52999877929688,321181900
2025-03-07,112.69000244140624,113.4800033569336,107.55999755859376,111.25,341755500
2025-03-10,106.9800033569336,111.8499984741211,105.45999908447266,109.9000015258789,366487400
2025-03-11,108.76000213623048,112.23999786376952,104.7699966430664,106.98999786376952,354865700
2025-03-12,115.73999786376952,116.76000213623048,112.87999725341795,114.12000274658205,323857500
2025-03-13,115.58000183105467,117.76000213623048,113.79000091552734,117.02999877929688,299033100
2025-03-14,121.66999816894533,121.87999725341795,118.1500015258789,118.61000061035156,277593500
2025-03-17,119.52999877929688,122.88999938964844,118.02999877929688,122.73999786376952,255501500
2025-03-18,115.43000030517578,119.0199966430664,114.54000091552734,118.0,299686900
2025-03-19,117.5199966430664,120.4499969482422,115.68000030517578,117.2699966430664,273426200
2025-03-20,118.52999877929688,120.1999969482422,116.47000122070312,116.5500030517578,248829700
2025-03-21,117.6999969482422,117.98999786376952,115.41999816894533,116.94000244140624,266498500
2025-03-24,121.41000366210938,122.22000122070312,119.33999633789062,119.87999725341795,228452500
